,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
133,Newlands,2,Kolkata Knight Riders,Rajasthan Royals,CH Gayle,BB McCullum,LR Shukla,_,_,_,_,_,_,YK Pathan,AD Mascarenhas,_,_,_,_
134,Newlands,3,Kolkata Knight Riders,Rajasthan Royals,CH Gayle,BB McCullum,_,_,_,_,_,_,_,Kamran Khan,_,_,_,_,_
135,Newlands,4,Rajasthan Royals,Kolkata Knight Riders,YK Pathan,AD Mascarenhas,_,_,_,_,_,_,_,BAW Mendis,_,_,_,_,_
136,Kingsmead,1,Royal Challengers Bangalore,Kings XI Punjab,JD Ryder,RV Uthappa,JH Kallis,KP Pietersen,R Dravid,_,_,_,_,RR Bose,IK Pathan,YA Abdulla,_,_,_
137,Kingsmead,2,Kings XI Punjab,Royal Challengers Bangalore,RS Bopara,K Goel,_,_,_,_,_,_,_,P Kumar,Pankaj Singh,JH Kallis,R Vinay Kumar,_,_
138,Kingsmead,1,Deccan Chargers,Mumbai Indians,AC Gilchrist,HH Gibbs,_,_,_,_,_,_,_,SL Malinga,Z Khan,DJ Bravo,Harbhajan Singh,_,_
139,Kingsmead,2,Mumbai Indians,Deccan Chargers,ST Jayasuriya,SR Tendulkar,JP Duminy,_,_,_,_,_,_,FH Edwards,RP Singh,Harmeet Singh,_,_,_
140,St George's Park,1,Royal Challengers Bangalore,Delhi Daredevils,JH Kallis,RV Uthappa,KP Pietersen,LRPL Taylor,_,_,_,_,_,DP Nannes,A Nehra,PJ Sangwan,_,_,_
141,St George's Park,2,Delhi Daredevils,Royal Challengers Bangalore,G Gambhir,V Sehwag,TM Dilshan,AB de Villiers,_,_,_,_,_,R Vinay Kumar,Pankaj Singh,JH Kallis,_,_,_
142,Newlands,1,Kings XI Punjab,Rajasthan Royals,RS Bopara,K Goel,KC Sangakkara,Yuvraj Singh,_,_,_,_,_,Kamran Khan,AD Mascarenhas,MM Patel,YK Pathan,_,_
143,Newlands,2,Rajasthan Royals,Kings XI Punjab,SA Asnodkar,GC Smith,RJ Quiney,YK Pathan,AD Mascarenhas,RA Jadeja,_,_,_,RR Powar,IK Pathan,YA Abdulla,VRV Singh,_,_
144,Kingsmead,1,Chennai Super Kings,Deccan Chargers,PA Patel,ML Hayden,SK Raina,_,_,_,_,_,_,FH Edwards,RP Singh,DR Smith,Y Venugopal Rao,_,_
145,Kingsmead,2,Deccan Chargers,Chennai Super Kings,AC Gilchrist,HH Gibbs,VVS Laxman,_,_,_,_,_,_,L Balaji,MS Gony,JA Morkel,M Muralitharan,SK Raina,_
146,St George's Park,1,Mumbai Indians,Kolkata Knight Riders,ST Jayasuriya,SR Tendulkar,_,_,_,_,_,_,_,I Sharma,AB Dinda,SC Ganguly,_,_,_
147,St George's Park,2,Kolkata Knight Riders,Mumbai Indians,BB McCullum,CH Gayle,BJ Hodge,SC Ganguly,_,_,_,_,_,Z Khan,SL Malinga,DJ Bravo,Harbhajan Singh,_,_
148,SuperSport Park,1,Delhi Daredevils,Rajasthan Royals,G Gambhir,V Sehwag,AB de Villiers,TM Dilshan,KD Karthik,_,_,_,_,AD Mascarenhas,Kamran Khan,MM Patel,_,_,_
149,SuperSport Park,2,Rajasthan Royals,Delhi Daredevils,RJ Quiney,GC Smith,SA Asnodkar,PC Valthaty,_,_,_,_,_,DP Nannes,A Nehra,PJ Sangwan,_,_,_
150,Kingsmead,1,Kolkata Knight Riders,Royal Challengers Bangalore,BB McCullum,CH Gayle,BJ Hodge,SC Ganguly,_,_,_,_,_,KP Pietersen,RE van der Merwe,Pankaj Singh,P Kumar,A Kumble,_
151,Kingsmead,2,Royal Challengers Bangalore,Kolkata Knight Riders,JH Kallis,SP Goswami,_,_,_,_,_,_,_,I Sharma,AB Agarkar,M Kartik,CH Gayle,_,_
152,Kingsmead,1,Kings XI Punjab,Mumbai Indians,RS Bopara,K Goel,KC Sangakkara,Yuvraj Singh,_,_,_,_,_,Z Khan,SL Malinga,Harbhajan Singh,DJ Bravo,_,_
153,Kingsmead,2,Mumbai Indians,Kings XI Punjab,ST Jayasuriya,SR Tendulkar,S Dhawan,JP Duminy,DJ Bravo,_,_,_,_,IK Pathan,VS Malik,RR Powar,YA Abdulla,_,_
154,SuperSport Park,1,Chennai Super Kings,Rajasthan Royals,PA Patel,ML Hayden,SK Raina,S Badrinath,_,_,_,_,_,AD Mascarenhas,YK Pathan,_,_,_,_
155,SuperSport Park,2,Rajasthan Royals,Chennai Super Kings,RJ Quiney,GC Smith,SA Asnodkar,RA Jadeja,_,_,_,_,_,S Tyagi,JA Morkel,JDP Oram,_,_,_
156,SuperSport Park,1,Deccan Chargers,Delhi Daredevils,AC Gilchrist,HH Gibbs,AA Bilakhia,RG Sharma,_,_,_,_,_,DP Nannes,A Nehra,PJ Sangwan,_,_,_
157,SuperSport Park,2,Delhi Daredevils,Deccan Chargers,G Gambhir,V Sehwag,AB de Villiers,TM Dilshan,_,_,_,_,_,FH Edwards,RP Singh,Shoaib Ahmed,_,_,_
158,Buffalo Park,1,Mumbai Indians,Kolkata Knight Riders,ST Jayasuriya,SR Tendulkar,Harbhajan Singh,AM Nayar,_,_,_,_,_,I Sharma,AB Dinda,LR Shukla,M Kartik,_,_
159,Buffalo Park,2,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SC Ganguly,BJ Hodge,MN van Wyk,_,_,_,_,_,Z Khan,GR Napier,Harbhajan Singh,SL Malinga,_,_
160,Kingsmead,1,Royal Challengers Bangalore,Kings XI Punjab,JD Ryder,SP Goswami,R Bishnoi,JH Kallis,_,_,_,_,_,IK Pathan,VS Malik,YA Abdulla,_,_,_
161,Kingsmead,2,Kings XI Punjab,Royal Challengers Bangalore,Yuvraj Singh,K Goel,_,_,_,_,_,_,_,P Kumar,JH Kallis,JD Ryder,_,_,_
162,New Wanderers Stadium,1,Chennai Super Kings,Delhi Daredevils,M Vijay,ML Hayden,SK Raina,S Badrinath,_,_,_,_,_,DP Nannes,A Nehra,PJ Sangwan,_,_,_
163,New Wanderers Stadium,2,Delhi Daredevils,Chennai Super Kings,G Gambhir,DA Warner,AB de Villiers,TM Dilshan,_,_,_,_,_,JA Morkel,S Tyagi,_,_,_,_
164,St George's Park,1,Deccan Chargers,Rajasthan Royals,HH Gibbs,AC Gilchrist,AA Bilakhia,RG Sharma,_,_,_,_,_,YK Pathan,MM Patel,RA Jadeja,SM Harwood,_,_
165,St George's Park,2,Rajasthan Royals,Deccan Chargers,GC Smith,SA Asnodkar,LA Carseldine,NV Ojha,RA Jadeja,_,_,_,_,FH Edwards,RP Singh,DR Smith,_,_,_
166,St George's Park,1,Kolkata Knight Riders,Kings XI Punjab,BB McCullum,CH Gayle,BJ Hodge,_,_,_,_,_,_,RR Powar,IK Pathan,YA Abdulla,VS Malik,_,_
167,St George's Park,2,Kings XI Punjab,Kolkata Knight Riders,S Sohal,KC Sangakkara,SM Katich,DPMD Jayawardene,_,_,_,_,_,I Sharma,AB Dinda,CH Gayle,AB Agarkar,_,_
168,New Wanderers Stadium,1,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,SR Tendulkar,AM Rahane,JP Duminy,DJ Bravo,_,_,_,_,P Kumar,JH Kallis,D du Preez,_,_,_
169,New Wanderers Stadium,2,Royal Challengers Bangalore,Mumbai Indians,JH Kallis,W Jaffer,RV Uthappa,_,_,_,_,_,_,Z Khan,DJ Bravo,SL Malinga,AM Nayar,_,_
170,Buffalo Park,1,Chennai Super Kings,Deccan Chargers,M Vijay,ML Hayden,_,_,_,_,_,_,_,RJ Harris,RP Singh,DR Smith,RG Sharma,_,_
171,Buffalo Park,2,Deccan Chargers,Chennai Super Kings,AC Gilchrist,HH Gibbs,VVS Laxman,RG Sharma,DR Smith,_,_,_,_,JA Morkel,S Tyagi,L Balaji,_,_,_
172,Kingsmead,1,Rajasthan Royals,Kings XI Punjab,NV Ojha,GC Smith,_,_,_,_,_,_,_,RR Powar,IK Pathan,S Sreesanth,YA Abdulla,_,_
173,Kingsmead,2,Kings XI Punjab,Rajasthan Royals,S Sohal,KC Sangakkara,K Goel,SM Katich,DPMD Jayawardene,_,_,_,_,A Singh,SM Harwood,YK Pathan,SK Trivedi,_,_
174,Kingsmead,1,Kolkata Knight Riders,Delhi Daredevils,MN van Wyk,BB McCullum,_,_,_,_,_,_,_,DP Nannes,A Nehra,A Mishra,PJ Sangwan,_,_
175,Kingsmead,2,Delhi Daredevils,Kolkata Knight Riders,G Gambhir,DA Warner,_,_,_,_,_,_,_,I Sharma,AB Dinda,MC Henriques,BJ Hodge,_,_
176,SuperSport Park,1,Deccan Chargers,Mumbai Indians,AC Gilchrist,HH Gibbs,TL Suman,RG Sharma,_,_,_,_,_,SL Malinga,DS Kulkarni,Harbhajan Singh,DJ Bravo,_,_
177,SuperSport Park,2,Mumbai Indians,Deccan Chargers,ST Jayasuriya,SR Tendulkar,PR Shah,JP Duminy,_,_,_,_,_,RJ Harris,RP Singh,Harmeet Singh,DR Smith,_,_
178,SuperSport Park,1,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,W Jaffer,RV Uthappa,R Dravid,V Kohli,_,_,_,_,A Singh,M Morkel,MM Patel,LA Carseldine,_,_
179,SuperSport Park,2,Rajasthan Royals,Royal Challengers Bangalore,GC Smith,NV Ojha,LA Carseldine,_,_,_,_,_,_,P Kumar,JH Kallis,D du Preez,_,_,_
180,SuperSport Park,1,Chennai Super Kings,Kings XI Punjab,S Badrinath,ML Hayden,SK Raina,_,_,_,_,_,_,IK Pathan,S Sreesanth,YA Abdulla,VRV Singh,_,_
181,SuperSport Park,2,Kings XI Punjab,Chennai Super Kings,S Sohal,SM Katich,K Goel,_,_,_,_,_,_,JA Morkel,S Tyagi,MS Gony,M Muralitharan,_,_
182,Buffalo Park,1,Mumbai Indians,Delhi Daredevils,L Ronchi,JP Duminy,PR Shah,SR Tendulkar,_,_,_,_,_,DP Nannes,A Nehra,PJ Sangwan,_,_,_
183,Buffalo Park,2,Delhi Daredevils,Mumbai Indians,G Gambhir,DA Warner,_,_,_,_,_,_,_,SL Malinga,DS Kulkarni,_,_,_,_
184,De Beers Diamond Oval,1,Rajasthan Royals,Chennai Super Kings,GC Smith,NV Ojha,SA Asnodkar,_,_,_,_,_,_,JA Morkel,S Tyagi,L Balaji,JDP Oram,_,_
185,De Beers Diamond Oval,2,Chennai Super Kings,Rajasthan Royals,M Vijay,ML Hayden,SK Raina,_,_,_,_,_,_,YK Pathan,A Singh,SK Trivedi,SM Harwood,_,_
186,De Beers Diamond Oval,1,Deccan Chargers,Kings XI Punjab,AC Gilchrist,HH Gibbs,TL Suman,_,_,_,_,_,_,B Lee,IK Pathan,S Sreesanth,_,_,_
187,De Beers Diamond Oval,2,Kings XI Punjab,Deccan Chargers,S Sohal,SM Katich,KC Sangakkara,Yuvraj Singh,_,_,_,_,_,RJ Harris,RP Singh,Shoaib Ahmed,RG Sharma,Y Venugopal Rao,_
188,New Wanderers Stadium,1,Kolkata Knight Riders,Delhi Daredevils,BB McCullum,SC Ganguly,BJ Hodge,MN van Wyk,Yashpal Singh,_,_,_,_,A Nehra,DP Nannes,PJ Sangwan,_,_,_
189,New Wanderers Stadium,2,Delhi Daredevils,Kolkata Knight Riders,G Gambhir,DA Warner,_,_,_,_,_,_,_,I Sharma,MC Henriques,AB Agarkar,SS Sarkar,BJ Hodge,_
190,St George's Park,1,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,SR Tendulkar,AM Rahane,_,_,_,_,_,_,JH Kallis,R Vinay Kumar,A Mithun,_,_,_
191,St George's Park,2,Royal Challengers Bangalore,Mumbai Indians,JH Kallis,V Kohli,RV Uthappa,LRPL Taylor,_,_,_,_,_,DS Kulkarni,SL Malinga,DJ Bravo,_,_,_
192,De Beers Diamond Oval,1,Deccan Chargers,Rajasthan Royals,TL Suman,AC Gilchrist,RG Sharma,A Symonds,_,_,_,_,_,M Morkel,MM Patel,YK Pathan,SK Trivedi,_,_
193,De Beers Diamond Oval,2,Rajasthan Royals,Deccan Chargers,GC Smith,SA Asnodkar,LA Carseldine,NV Ojha,_,_,_,_,_,RP Singh,WPUJC Vaas,A Symonds,_,_,_
194,SuperSport Park,1,Kings XI Punjab,Mumbai Indians,S Sohal,SM Katich,IK Pathan,KC Sangakkara,Yuvraj Singh,_,_,_,_,SL Malinga,DS Kulkarni,DJ Bravo,_,_,_
195,SuperSport Park,2,Mumbai Indians,Kings XI Punjab,ST Jayasuriya,DJ Bravo,AM Rahane,SR Tendulkar,_,_,_,_,_,B Lee,IK Pathan,S Sreesanth,PP Chawla,_,_
196,SuperSport Park,1,Kolkata Knight Riders,Royal Challengers Bangalore,BB McCullum,SC Ganguly,AN Ghosh,DJ Hussey,_,_,_,_,_,R Vinay Kumar,JH Kallis,_,_,_,_
197,SuperSport Park,2,Royal Challengers Bangalore,Kolkata Knight Riders,JD Ryder,JH Kallis,_,_,_,_,_,_,_,I Sharma,BAW Mendis,AB Agarkar,AD Mathews,DJ Hussey,_
198,Kingsmead,1,Delhi Daredevils,Deccan Chargers,G Gambhir,DA Warner,TM Dilshan,_,_,_,_,_,_,RP Singh,WPUJC Vaas,A Symonds,Shoaib Ahmed,_,_
199,Kingsmead,2,Deccan Chargers,Delhi Daredevils,TL Suman,AC Gilchrist,RG Sharma,DB Ravi Teja,_,_,_,_,_,A Nehra,DP Nannes,PJ Sangwan,_,_,_
200,Kingsmead,1,Rajasthan Royals,Mumbai Indians,RJ Quiney,GC Smith,_,_,_,_,_,_,_,DS Kulkarni,SL Malinga,DJ Bravo,JP Duminy,_,_
201,Kingsmead,2,Mumbai Indians,Rajasthan Royals,DJ Bravo,YV Takawale,AM Rahane,ST Jayasuriya,SR Tendulkar,_,_,_,_,YK Pathan,MM Patel,SK Trivedi,SK Warne,_,_
202,Kingsmead,1,Chennai Super Kings,Royal Challengers Bangalore,M Vijay,ML Hayden,SK Raina,MS Dhoni,_,_,_,_,_,A Kumble,R Vinay Kumar,P Kumar,JH Kallis,_,_
203,Kingsmead,2,Royal Challengers Bangalore,Chennai Super Kings,RV Uthappa,JH Kallis,R Dravid,LRPL Taylor,V Kohli,_,_,_,_,JA Morkel,S Tyagi,L Balaji,_,_,_
204,OUTsurance Oval,1,Delhi Daredevils,Kings XI Punjab,G Gambhir,V Sehwag,TM Dilshan,AB de Villiers,_,_,_,_,_,B Lee,IK Pathan,PP Chawla,S Sreesanth,_,_
205,OUTsurance Oval,2,Kings XI Punjab,Delhi Daredevils,S Sohal,SM Katich,LA Pomersbach,Yuvraj Singh,KC Sangakkara,_,_,_,_,A Nehra,PJ Sangwan,MF Maharoof,_,_,_
206,St George's Park,1,Mumbai Indians,Chennai Super Kings,ST Jayasuriya,DJ Bravo,JP Duminy,_,_,_,_,_,_,JA Morkel,S Tyagi,_,_,_,_
207,St George's Park,2,Chennai Super Kings,Mumbai Indians,PA Patel,ML Hayden,SK Raina,S Badrinath,_,_,_,_,_,SL Malinga,DS Kulkarni,DJ Bravo,_,_,_
208,New Wanderers Stadium,1,Kolkata Knight Riders,Deccan Chargers,BB McCullum,SC Ganguly,BJ Hodge,_,_,_,_,_,_,RJ Harris,RP Singh,A Symonds,_,_,_
209,New Wanderers Stadium,2,Deccan Chargers,Kolkata Knight Riders,AC Gilchrist,HH Gibbs,_,_,_,_,_,_,_,I Sharma,Mashrafe Mortaza,M Kartik,BJ Hodge,_,_
210,OUTsurance Oval,1,Delhi Daredevils,Rajasthan Royals,G Gambhir,V Sehwag,AB de Villiers,TM Dilshan,_,_,_,_,_,MM Patel,A Singh,SK Trivedi,_,_,_
211,OUTsurance Oval,2,Rajasthan Royals,Delhi Daredevils,RJ Quiney,GC Smith,NV Ojha,J Botha,_,_,_,_,_,A Nehra,DP Nannes,AM Salvi,MF Maharoof,_,_
212,New Wanderers Stadium,1,Kings XI Punjab,Deccan Chargers,S Sohal,SM Katich,LA Pomersbach,Yuvraj Singh,KC Sangakkara,_,_,_,_,RJ Harris,RP Singh,A Symonds,_,_,_
213,New Wanderers Stadium,2,Deccan Chargers,Kings XI Punjab,AC Gilchrist,HH Gibbs,TL Suman,A Symonds,_,_,_,_,_,B Lee,IK Pathan,S Sreesanth,RR Powar,_,_
214,SuperSport Park,1,Chennai Super Kings,Kolkata Knight Riders,PA Patel,GJ Bailey,_,_,_,_,_,_,_,AB Dinda,Anureet Singh,AB Agarkar,M Kartik,BJ Hodge,_
215,SuperSport Park,2,Kolkata Knight Riders,Chennai Super Kings,BB McCullum,SC Ganguly,BJ Hodge,_,_,_,_,_,_,JA Morkel,S Tyagi,M Muralitharan,_,_,_
216,New Wanderers Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,G Gambhir,V Sehwag,M Manhas,AB de Villiers,_,_,_,_,_,P Kumar,JH Kallis,B Akhil,_,_,_
217,New Wanderers Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,RV Uthappa,JH Kallis,R Dravid,_,_,_,_,_,_,A Nehra,AM Salvi,MF Maharoof,_,_,_
218,Kingsmead,1,Rajasthan Royals,Kolkata Knight Riders,NV Ojha,RJ Quiney,SA Asnodkar,Niraj Patel,J Botha,YK Pathan,_,_,_,BJ Hodge,CK Langeveldt,AB Dinda,AB Agarkar,_,_
219,Kingsmead,2,Kolkata Knight Riders,Rajasthan Royals,BB McCullum,SC Ganguly,BJ Hodge,Yashpal Singh,DJ Hussey,_,_,_,_,MM Patel,A Singh,_,_,_,_
220,Kingsmead,1,Chennai Super Kings,Kings XI Punjab,GJ Bailey,PA Patel,SK Raina,_,_,_,_,_,_,B Lee,IK Pathan,RR Powar,S Sreesanth,_,_
221,Kingsmead,2,Kings XI Punjab,Chennai Super Kings,S Sohal,SM Katich,LA Pomersbach,_,_,_,_,_,_,MS Gony,T Thushara,M Muralitharan,R Ashwin,_,_
222,SuperSport Park,1,Royal Challengers Bangalore,Deccan Chargers,JH Kallis,MK Pandey,RE van der Merwe,_,_,_,_,_,_,RJ Harris,RP Singh,A Symonds,_,_,_
223,SuperSport Park,2,Deccan Chargers,Royal Challengers Bangalore,AC Gilchrist,HH Gibbs,_,_,_,_,_,_,_,A Kumble,JH Kallis,P Kumar,RE van der Merwe,_,_
224,SuperSport Park,1,Mumbai Indians,Delhi Daredevils,ST Jayasuriya,SR Tendulkar,JP Duminy,Mohammad Ashraful,AM Rahane,_,_,_,_,DP Nannes,AM Salvi,PJ Sangwan,_,_,_
225,SuperSport Park,2,Delhi Daredevils,Mumbai Indians,G Gambhir,DA Warner,V Sehwag,_,_,_,_,_,_,SL Malinga,DS Kulkarni,RA Shaikh,_,_,_
226,SuperSport Park,1,Delhi Daredevils,Deccan Chargers,G Gambhir,DA Warner,V Sehwag,TM Dilshan,_,_,_,_,_,RJ Harris,RP Singh,PP Ojha,_,_,_
227,SuperSport Park,2,Deccan Chargers,Delhi Daredevils,AC Gilchrist,HH Gibbs,AA Bilakhia,_,_,_,_,_,_,DP Nannes,A Nehra,PJ Sangwan,TM Dilshan,V Sehwag,_
228,New Wanderers Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,ML Hayden,_,_,_,_,_,_,_,P Kumar,JH Kallis,R Vinay Kumar,A Kumble,_,_
229,New Wanderers Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,JH Kallis,MK Pandey,RE van der Merwe,R Dravid,_,_,_,_,_,JA Morkel,MS Gony,SB Jakati,_,_,_
230,New Wanderers Stadium,1,Deccan Chargers,Royal Challengers Bangalore,AC Gilchrist,HH Gibbs,TL Suman,A Symonds,_,_,_,_,_,A Kumble,P Kumar,JH Kallis,R Vinay Kumar,_,_
231,New Wanderers Stadium,2,Royal Challengers Bangalore,Deccan Chargers,JH Kallis,MK Pandey,RE van der Merwe,_,_,_,_,_,_,RJ Harris,RP Singh,A Symonds,_,_,_
232,Dr DY Patil Sports Academy,1,Kolkata Knight Riders,Deccan Chargers,MK Tiwary,BJ Hodge,SC Ganguly,CA Pujara,OA Shah,AD Mathews,_,_,_,WPUJC Vaas,RP Singh,Jaskaran Singh,_,_,_
233,Dr DY Patil Sports Academy,2,Deccan Chargers,Kolkata Knight Riders,AC Gilchrist,VVS Laxman,HH Gibbs,_,_,_,_,_,_,CK Langeveldt,I Sharma,LR Shukla,M Kartik,_,_
234,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Delhi Daredevils,RS Bopara,MS Bisla,KC Sangakkara,Yuvraj Singh,_,_,_,_,_,DP Nannes,MF Maharoof,PJ Sangwan,_,_,_
235,"Punjab Cricket Association Stadium, Mohali",2,Delhi Daredevils,Kings XI Punjab,G Gambhir,V Sehwag,TM Dilshan,AB de Villiers,_,_,_,_,_,IK Pathan,S Sreesanth,_,_,_,_
236,Brabourne Stadium,1,Mumbai Indians,Rajasthan Royals,ST Jayasuriya,SR Tendulkar,AP Tare,_,_,_,_,_,_,AD Mascarenhas,SW Tait,Kamran Khan,A Uniyal,_,_
237,Brabourne Stadium,2,Rajasthan Royals,Mumbai Indians,GC Smith,SA Asnodkar,NV Ojha,AA Jhunjhunwala,_,_,_,_,_,Z Khan,R McLaren,SL Malinga,AG Murtaza,_,_
238,"MA Chidambaram Stadium, Chepauk",1,Deccan Chargers,Chennai Super Kings,AC Gilchrist,VVS Laxman,HH Gibbs,A Symonds,_,_,_,_,_,JA Morkel,S Tyagi,M Muralitharan,R Ashwin,_,_
239,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Deccan Chargers,M Vijay,ML Hayden,SK Raina,S Badrinath,JM Kemp,MS Dhoni,_,_,_,WPUJC Vaas,RG Sharma,RP Singh,PP Ojha,_,_
240,Eden Gardens,1,Royal Challengers Bangalore,Kolkata Knight Riders,JH Kallis,SP Goswami,MK Pandey,V Kohli,EJG Morgan,_,_,_,_,CK Langeveldt,I Sharma,AD Mathews,M Kartik,_,_
241,Eden Gardens,2,Kolkata Knight Riders,Royal Challengers Bangalore,BJ Hodge,MK Tiwary,_,_,_,_,_,_,_,P Kumar,JH Kallis,DW Steyn,A Kumble,_,_
242,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Delhi Daredevils,SA Asnodkar,GC Smith,NV Ojha,YK Pathan,AA Jhunjhunwala,_,_,_,_,MF Maharoof,DP Nannes,A Mishra,_,_,_
243,"Sardar Patel Stadium, Motera",2,Delhi Daredevils,Rajasthan Royals,G Gambhir,V Sehwag,TM Dilshan,AB de Villiers,_,_,_,_,_,AD Mascarenhas,SW Tait,MM Patel,_,_,_
244,M Chinnaswamy Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,RS Bopara,MS Bisla,_,_,_,_,_,_,_,P Kumar,DW Steyn,JH Kallis,_,_,_
245,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,MK Pandey,JH Kallis,_,_,_,_,_,_,_,IK Pathan,S Sreesanth,YA Abdulla,_,_,_
246,Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,M Vijay,ML Hayden,SK Raina,_,_,_,_,_,_,SE Bond,I Sharma,AD Mathews,LR Shukla,_,_
247,Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,BJ Hodge,MK Tiwary,SC Ganguly,WP Saha,OA Shah,_,_,_,_,JA Morkel,MS Gony,L Balaji,_,_,_
248,Feroz Shah Kotla,1,Mumbai Indians,Delhi Daredevils,ST Jayasuriya,SR Tendulkar,AP Tare,_,_,_,_,_,_,DP Nannes,MF Maharoof,PJ Sangwan,S Ladda,_,_
249,Feroz Shah Kotla,2,Delhi Daredevils,Mumbai Indians,TM Dilshan,V Sehwag,AB de Villiers,_,_,_,_,_,_,Z Khan,SL Malinga,DJ Bravo,KA Pollard,_,_
250,M Chinnaswamy Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,DR Martyn,_,_,_,_,_,_,P Kumar,DW Steyn,R Vinay Kumar,JH Kallis,_,_
251,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,_,_,_,_,_,_,_,MM Patel,M Morkel,SK Warne,_,_,_
252,Feroz Shah Kotla,1,Delhi Daredevils,Chennai Super Kings,DA Warner,V Sehwag,TM Dilshan,_,_,_,_,_,_,JA Morkel,R Ashwin,Joginder Sharma,L Balaji,_,_
253,Feroz Shah Kotla,2,Chennai Super Kings,Delhi Daredevils,PA Patel,ML Hayden,S Badrinath,_,_,_,_,_,_,DP Nannes,UT Yadav,PJ Sangwan,R Bhatia,_,_
254,Barabati Stadium,1,Deccan Chargers,Kings XI Punjab,AC Gilchrist,VVS Laxman,HH Gibbs,A Symonds,_,_,_,_,_,IK Pathan,S Sreesanth,SJ Srivastava,PP Chawla,_,_
255,Barabati Stadium,2,Kings XI Punjab,Deccan Chargers,RS Bopara,MS Bisla,KC Sangakkara,Yuvraj Singh,DPMD Jayawardene,_,_,_,_,WPUJC Vaas,RP Singh,A Symonds,_,_,_
256,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Kolkata Knight Riders,MJ Lumb,NV Ojha,FY Fazal,AA Jhunjhunwala,_,_,_,_,_,AB Dinda,I Sharma,SE Bond,AD Mathews,_,_
257,"Sardar Patel Stadium, Motera",2,Kolkata Knight Riders,Rajasthan Royals,MK Tiwary,BJ Hodge,CA Pujara,_,_,_,_,_,_,YK Pathan,SW Tait,MM Patel,SK Trivedi,_,_
258,Brabourne Stadium,1,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,SR Tendulkar,AP Tare,SS Tiwary,_,_,_,_,_,P Kumar,DW Steyn,JH Kallis,R Vinay Kumar,_,_
259,Brabourne Stadium,2,Royal Challengers Bangalore,Mumbai Indians,MK Pandey,JH Kallis,_,_,_,_,_,_,_,Z Khan,SL Malinga,DJ Bravo,KA Pollard,_,_
260,Barabati Stadium,1,Deccan Chargers,Delhi Daredevils,MD Mishra,AC Gilchrist,HH Gibbs,A Symonds,_,_,_,_,_,A Mishra,DP Nannes,Y Nagar,S Ladda,_,_
261,Barabati Stadium,2,Delhi Daredevils,Deccan Chargers,DA Warner,V Sehwag,AB de Villiers,_,_,_,_,_,_,WPUJC Vaas,RP Singh,PP Ojha,RG Sharma,_,_
262,"MA Chidambaram Stadium, Chepauk",1,Kings XI Punjab,Chennai Super Kings,RS Bopara,IK Pathan,KC Sangakkara,_,_,_,_,_,_,JA Morkel,MS Gony,R Ashwin,L Balaji,_,_
263,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Kings XI Punjab,PA Patel,ML Hayden,_,_,_,_,_,_,_,IK Pathan,RR Powar,SJ Srivastava,J Theron,_,_
264,"MA Chidambaram Stadium, Chepauk",3,Chennai Super Kings,Kings XI Punjab,JA Morkel,ML Hayden,SK Raina,_,_,_,_,_,_,J Theron,_,_,_,_,_
265,"MA Chidambaram Stadium, Chepauk",4,Kings XI Punjab,Chennai Super Kings,DPMD Jayawardene,Yuvraj Singh,IK Pathan,_,_,_,_,_,_,M Muralitharan,_,_,_,_,_
266,Brabourne Stadium,1,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SC Ganguly,_,_,_,_,_,_,_,SL Malinga,Z Khan,R McLaren,DJ Bravo,_,_
267,Brabourne Stadium,2,Mumbai Indians,Kolkata Knight Riders,S Dhawan,SR Tendulkar,_,_,_,_,_,_,_,SE Bond,I Sharma,CH Gayle,_,_,_
268,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,MK Pandey,JH Kallis,R Dravid,_,_,_,_,_,_,JA Morkel,S Tyagi,L Balaji,_,_,_
269,M Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,ML Hayden,GJ Bailey,_,_,_,_,_,_,P Kumar,DW Steyn,A Kumble,JH Kallis,_,_
