,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Score
1109,9,2,13,3,44,554,-1,-1,-1,-1,-1,-1,-1,207,116,342,-1,-1,-1,50
1110,23,1,4,16,154,83,482,249,39,-1,-1,-1,-1,75,10,346,-1,-1,-1,26
1111,23,2,16,4,128,448,263,305,-1,-1,-1,-1,-1,369,382,155,-1,-1,-1,38
1112,15,1,13,14,44,554,508,-1,-1,-1,-1,-1,-1,510,392,110,501,562,-1,60
1113,15,2,14,13,557,256,-1,-1,-1,-1,-1,-1,-1,24,424,357,-1,-1,-1,46
1114,22,1,5,3,297,328,185,-1,-1,-1,-1,-1,-1,456,342,105,588,-1,-1,45
1115,22,2,3,5,393,511,-1,-1,-1,-1,-1,-1,-1,516,325,247,328,52,-1,51
1116,6,1,16,8,128,448,-1,-1,-1,-1,-1,-1,-1,540,317,187,218,-1,-1,51
1117,6,2,8,16,416,377,59,250,210,244,184,-1,-1,75,10,85,-1,-1,-1,32
1118,8,1,7,4,437,168,320,468,520,582,-1,-1,-1,369,155,154,-1,-1,-1,28
1119,8,2,4,7,154,83,482,-1,-1,-1,-1,-1,-1,35,292,520,385,-1,-1,46
1120,22,1,14,5,557,256,-1,-1,-1,-1,-1,-1,-1,516,68,325,328,52,-1,56
1121,22,2,5,14,185,297,572,-1,-1,-1,-1,-1,-1,510,583,110,501,-1,-1,50
1122,6,1,16,13,128,448,263,-1,-1,-1,-1,-1,-1,24,424,-1,-1,-1,-1,34
1123,6,2,13,16,44,554,174,394,-1,-1,-1,-1,-1,75,10,85,-1,-1,-1,25
1124,15,1,14,8,557,104,26,256,-1,-1,-1,-1,-1,540,317,218,250,-1,-1,25
1125,15,2,8,14,416,377,59,-1,-1,-1,-1,-1,-1,510,444,110,501,-1,-1,39
1126,23,1,16,3,128,448,-1,-1,-1,-1,-1,-1,-1,207,358,342,-1,-1,-1,51
1127,23,2,3,16,393,300,254,-1,-1,-1,-1,-1,-1,75,10,85,346,-1,-1,50
1128,6,1,8,5,416,553,59,349,-1,-1,-1,-1,-1,516,325,52,-1,-1,-1,21
1129,6,2,5,8,297,185,572,-1,-1,-1,-1,-1,-1,540,317,250,218,-1,-1,32
1130,15,1,14,4,104,557,26,-1,-1,-1,-1,-1,-1,369,155,452,390,-1,-1,42
1131,15,2,4,14,154,83,408,249,-1,-1,-1,-1,-1,510,444,583,501,-1,-1,41
1132,8,1,13,7,44,554,174,508,-1,-1,-1,-1,-1,35,292,520,-1,-1,-1,37
1133,8,2,7,13,437,168,320,582,-1,-1,-1,-1,-1,394,24,285,16,-1,-1,66
1134,22,1,5,16,185,297,572,-1,-1,-1,-1,-1,-1,75,10,346,86,-1,-1,47
1135,22,2,16,5,128,448,-1,-1,-1,-1,-1,-1,-1,516,297,325,68,328,175,55
1136,6,1,8,3,416,314,-1,-1,-1,-1,-1,-1,-1,456,105,588,-1,-1,-1,45
1137,6,2,3,8,300,393,254,511,-1,-1,-1,-1,-1,187,407,317,218,-1,-1,49
1138,8,1,7,14,437,168,320,-1,-1,-1,-1,-1,-1,510,444,200,501,-1,-1,51
1139,8,2,14,7,104,557,-1,-1,-1,-1,-1,-1,-1,35,292,498,385,-1,-1,63
1140,6,1,3,13,393,504,254,511,-1,-1,-1,-1,-1,24,144,357,-1,-1,-1,28
1141,6,2,13,3,44,554,174,-1,-1,-1,-1,-1,-1,588,358,105,-1,-1,-1,44
1142,15,1,14,5,104,557,-1,-1,-1,-1,-1,-1,-1,516,325,251,247,52,-1,63
1143,15,2,5,14,297,185,572,127,179,52,-1,-1,-1,510,444,110,583,501,-1,59
1144,10,1,7,4,437,168,320,385,-1,-1,-1,-1,-1,369,155,154,-1,-1,-1,44
1145,10,2,4,7,154,83,482,249,39,-1,-1,-1,-1,54,498,292,-1,-1,-1,55
1146,27,1,16,3,128,448,-1,-1,-1,-1,-1,-1,-1,588,207,358,116,-1,-1,46
1147,27,2,3,16,393,427,254,-1,-1,-1,-1,-1,-1,75,85,346,-1,-1,-1,37
1148,6,1,5,13,185,297,-1,-1,-1,-1,-1,-1,-1,196,24,144,357,-1,-1,52
1149,6,2,13,5,44,554,174,-1,-1,-1,-1,-1,-1,516,325,251,-1,-1,-1,44
1150,10,1,8,4,416,314,349,250,210,-1,-1,-1,-1,369,155,154,-1,-1,-1,49
1151,10,2,4,8,39,83,482,-1,-1,-1,-1,-1,-1,407,218,317,250,-1,-1,70
1152,8,1,7,16,437,168,98,-1,-1,-1,-1,-1,-1,75,85,263,136,-1,-1,48
1153,8,2,16,7,448,128,360,-1,-1,-1,-1,-1,-1,582,54,520,498,-1,-1,48
1154,27,1,3,14,393,427,254,511,-1,-1,-1,-1,-1,510,444,110,501,583,-1,43
1155,27,2,14,3,104,557,26,256,-1,-1,-1,-1,-1,588,105,-1,-1,-1,-1,49
1156,15,1,4,14,39,83,482,249,154,-1,-1,-1,-1,444,200,501,-1,-1,-1,23
1157,15,2,14,4,104,557,26,256,501,514,510,-1,-1,369,155,408,-1,-1,-1,31
1158,9,1,16,7,128,448,305,-1,-1,-1,-1,-1,-1,582,292,498,-1,-1,-1,43
1159,9,2,7,16,437,168,98,-1,-1,-1,-1,-1,-1,75,85,136,346,-1,-1,46
1160,9,1,4,16,162,83,482,249,-1,-1,-1,-1,-1,75,538,85,95,-1,-1,38
1161,9,2,16,4,128,448,305,587,-1,-1,-1,-1,-1,369,155,154,482,-1,-1,46
1162,15,1,16,14,128,448,-1,-1,-1,-1,-1,-1,-1,444,104,501,-1,-1,-1,59
1163,15,2,14,16,104,557,-1,-1,-1,-1,-1,-1,-1,75,85,86,346,-1,-1,59
1164,23,1,16,14,128,448,305,-1,-1,-1,-1,-1,-1,548,3,583,444,501,-1,59
1165,23,2,14,16,104,335,544,-1,-1,-1,-1,-1,-1,10,75,86,439,-1,-1,54
1166,17,1,8,12,377,210,416,-1,-1,-1,-1,-1,-1,24,144,81,199,-1,-1,61
1167,17,2,12,8,44,300,499,-1,-1,-1,-1,-1,-1,540,184,317,218,-1,-1,59
1168,25,1,4,7,219,83,482,-1,-1,-1,-1,-1,-1,538,385,498,117,-1,-1,52
1169,25,2,7,4,168,102,-1,-1,-1,-1,-1,-1,-1,369,155,332,452,-1,-1,73
1170,15,1,14,3,104,501,335,258,-1,-1,-1,-1,-1,588,105,381,456,-1,-1,41
1171,15,2,3,14,50,512,254,511,-1,-1,-1,-1,-1,78,583,200,548,-1,-1,43
1172,12,1,12,5,44,300,499,-1,-1,-1,-1,-1,-1,516,325,52,-1,-1,-1,35
1173,12,2,5,12,185,298,572,52,-1,-1,-1,-1,-1,24,157,81,199,-1,-1,56
1174,23,1,4,16,219,83,482,39,-1,-1,-1,-1,-1,95,75,10,439,-1,-1,40
1175,23,2,16,4,128,448,305,-1,-1,-1,-1,-1,-1,482,369,550,155,-1,-1,59
1176,34,1,7,8,168,102,437,320,-1,-1,-1,-1,-1,485,317,218,250,-1,-1,59
1177,34,2,8,7,377,210,-1,-1,-1,-1,-1,-1,-1,538,117,498,270,-1,-1,49
1178,12,1,14,5,501,568,26,258,335,-1,-1,-1,-1,52,516,325,562,-1,-1,23
1179,12,2,5,14,298,185,-1,-1,-1,-1,-1,-1,-1,78,200,501,548,-1,-1,62
1180,17,1,3,12,50,512,511,-1,-1,-1,-1,-1,-1,24,144,81,-1,-1,-1,62
1181,17,2,12,3,44,300,164,410,81,-1,-1,-1,-1,456,381,588,105,-1,-1,50
1182,34,1,16,8,448,128,-1,-1,-1,-1,-1,-1,-1,187,485,218,-1,-1,-1,34
1183,34,2,8,16,377,210,416,349,-1,-1,-1,-1,-1,75,10,439,346,-1,-1,61
1184,8,1,5,7,185,298,328,-1,-1,-1,-1,-1,-1,538,555,117,498,385,-1,57
1185,8,2,7,5,498,168,437,-1,-1,-1,-1,-1,-1,516,193,175,562,-1,-1,76
1186,15,1,14,8,104,557,-1,-1,-1,-1,-1,-1,-1,540,187,317,-1,-1,-1,41
1187,15,2,8,14,377,210,416,317,349,244,-1,-1,-1,445,510,444,548,-1,-1,21
1188,25,1,12,4,44,410,499,81,-1,-1,-1,-1,-1,369,94,470,41,-1,-1,64
1189,25,2,4,12,154,83,-1,-1,-1,-1,-1,-1,-1,66,278,493,81,199,-1,61
1190,8,1,7,16,498,168,437,320,-1,-1,-1,-1,-1,75,10,86,439,-1,-1,40
1191,8,2,16,7,128,448,-1,-1,-1,-1,-1,-1,-1,555,538,498,270,-1,-1,45
1192,9,1,3,5,511,512,-1,-1,-1,-1,-1,-1,-1,516,325,52,562,-1,-1,49
1193,9,2,5,3,298,185,572,161,127,-1,-1,-1,-1,588,456,105,381,-1,-1,40
1194,34,1,4,8,154,83,482,-1,-1,-1,-1,-1,-1,317,485,187,218,-1,-1,46
1195,34,2,8,4,377,210,349,-1,-1,-1,-1,-1,-1,369,94,324,41,-1,-1,56
1196,15,1,12,14,44,410,-1,-1,-1,-1,-1,-1,-1,36,445,444,501,-1,-1,55
1197,15,2,14,12,557,335,26,258,-1,-1,-1,-1,-1,212,493,157,81,-1,-1,42
1198,9,1,3,7,511,512,-1,-1,-1,-1,-1,-1,-1,358,117,555,498,270,-1,53
1199,9,2,7,3,168,100,437,320,582,-1,-1,-1,-1,588,381,105,-1,-1,-1,49
1200,23,1,16,5,128,448,305,-1,-1,-1,-1,-1,-1,516,193,325,-1,-1,-1,29
1201,23,2,5,16,185,298,175,161,-1,-1,-1,-1,-1,75,85,451,341,439,-1,51
1202,25,1,14,4,104,557,-1,-1,-1,-1,-1,-1,-1,155,94,41,408,-1,-1,45
1203,25,2,4,14,154,83,482,39,-1,-1,-1,-1,-1,370,583,444,-1,-1,-1,57
1204,23,1,16,3,128,448,263,-1,-1,-1,-1,-1,-1,207,105,588,381,-1,-1,39
1205,23,2,3,16,511,512,254,-1,-1,-1,-1,-1,-1,75,343,451,439,-1,-1,56
1206,12,1,5,8,185,479,572,-1,-1,-1,-1,-1,-1,184,317,187,485,-1,-1,46
1207,12,2,8,5,377,210,349,-1,-1,-1,-1,-1,-1,516,193,325,328,-1,-1,82
1208,8,1,7,4,498,168,437,-1,-1,-1,-1,-1,-1,369,228,94,482,155,-1,65
1209,8,2,4,7,39,83,482,-1,-1,-1,-1,-1,-1,520,498,358,-1,-1,-1,72
1210,34,1,8,3,377,210,349,416,-1,-1,-1,-1,-1,240,105,588,-1,-1,-1,48
1211,34,2,3,8,511,50,254,504,106,427,240,-1,-1,311,317,218,-1,-1,-1,23
1212,17,1,16,12,128,448,-1,-1,-1,-1,-1,-1,-1,212,574,81,493,-1,-1,45
1213,17,2,12,16,44,410,499,-1,-1,-1,-1,-1,-1,75,95,343,451,-1,-1,55
1214,25,1,5,4,298,185,479,-1,-1,-1,-1,-1,-1,502,352,482,94,41,-1,50
1215,25,2,4,5,83,39,482,249,-1,-1,-1,-1,-1,516,325,534,247,-1,-1,50
1216,8,1,7,14,498,168,437,320,-1,-1,-1,-1,-1,445,548,444,510,-1,-1,65
1217,8,2,14,7,104,557,335,26,258,510,-1,-1,-1,358,555,-1,-1,-1,-1,39
1218,34,1,12,8,44,410,-1,-1,-1,-1,-1,-1,-1,311,317,264,218,-1,-1,48
1219,34,2,8,12,377,210,349,-1,-1,-1,-1,-1,-1,574,493,212,81,-1,-1,44
1220,17,1,12,7,44,410,-1,-1,-1,-1,-1,-1,-1,555,117,498,-1,-1,-1,57
1221,17,2,7,12,498,168,437,-1,-1,-1,-1,-1,-1,212,493,574,157,-1,-1,45
1222,15,1,14,4,104,557,26,544,258,-1,-1,-1,-1,352,94,41,-1,-1,-1,35
1223,15,2,4,14,201,83,482,39,-1,-1,-1,-1,-1,445,444,-1,-1,-1,-1,49
1224,8,1,3,7,511,254,504,-1,-1,-1,-1,-1,-1,358,555,117,498,270,-1,53
1225,8,2,7,3,498,168,437,-1,-1,-1,-1,-1,-1,588,240,106,105,381,-1,47
1226,22,1,16,5,128,448,-1,-1,-1,-1,-1,-1,-1,193,68,325,52,-1,-1,60
1227,22,2,5,16,314,298,479,175,161,-1,-1,-1,-1,75,10,451,136,-1,-1,59
1228,17,1,12,14,44,410,499,-1,-1,-1,-1,-1,-1,36,445,444,583,-1,-1,43
1229,17,2,14,12,544,557,26,258,-1,-1,-1,-1,-1,144,212,278,157,-1,-1,39
1230,25,1,4,8,201,83,482,39,249,-1,-1,-1,-1,317,485,187,218,-1,-1,48
1231,25,2,8,4,377,210,349,-1,-1,-1,-1,-1,-1,94,228,196,67,482,41,61
1232,25,3,8,4,210,244,416,-1,-1,-1,-1,-1,-1,228,-1,-1,-1,-1,-1,11
1233,25,4,4,8,39,83,-1,-1,-1,-1,-1,-1,-1,218,-1,-1,-1,-1,-1,6
1234,22,1,3,5,511,512,254,504,427,-1,-1,-1,-1,516,534,325,-1,-1,-1,25
1235,22,2,5,3,314,185,-1,-1,-1,-1,-1,-1,-1,342,240,105,-1,-1,-1,50
1236,23,1,16,7,128,448,-1,-1,-1,-1,-1,-1,-1,358,555,117,582,498,270,79
1237,23,2,7,16,498,168,437,320,-1,-1,-1,-1,-1,75,343,451,305,-1,-1,44
1238,34,1,14,8,557,335,544,26,-1,-1,-1,-1,-1,317,485,184,264,218,-1,52
1239,34,2,8,14,377,210,349,-1,-1,-1,-1,-1,-1,3,583,36,444,-1,-1,55
1240,17,1,4,12,201,83,-1,-1,-1,-1,-1,-1,-1,212,574,81,199,-1,-1,55
1241,17,2,12,4,44,410,499,321,81,331,-1,-1,-1,382,94,228,-1,-1,-1,43
1242,9,1,16,3,128,448,263,-1,-1,-1,-1,-1,-1,207,240,105,342,-1,-1,66
1243,9,2,3,16,511,254,427,-1,-1,-1,-1,-1,-1,75,343,451,305,-1,-1,62
1244,8,1,7,12,498,168,497,320,582,-1,-1,-1,-1,212,81,574,-1,-1,-1,41
1245,8,2,12,7,44,410,499,321,-1,-1,-1,-1,-1,358,555,117,-1,-1,-1,74
1246,9,1,4,3,154,83,482,249,-1,-1,-1,-1,-1,456,240,381,342,-1,-1,58
1247,9,2,3,4,511,254,427,-1,-1,-1,-1,-1,-1,382,94,228,-1,-1,-1,63
1248,15,1,5,14,185,314,479,298,-1,-1,-1,-1,-1,3,444,501,445,-1,-1,35
1249,15,2,14,5,335,104,557,26,258,-1,-1,-1,-1,516,534,562,-1,-1,-1,46
1250,23,1,12,16,44,410,499,-1,-1,-1,-1,-1,-1,75,10,451,439,305,-1,35
1251,23,2,16,12,128,448,263,587,-1,-1,-1,-1,-1,212,574,81,-1,-1,-1,47
1252,9,1,8,3,280,377,-1,-1,-1,-1,-1,-1,-1,588,240,381,-1,-1,-1,60
1253,9,2,3,8,511,254,504,427,106,326,381,-1,-1,317,485,218,187,-1,-1,35
1254,15,1,14,7,104,335,557,26,544,-1,-1,-1,-1,555,117,498,-1,-1,-1,40
1255,15,2,7,14,102,498,-1,-1,-1,-1,-1,-1,-1,3,445,583,444,-1,-1,105
1256,22,1,5,4,314,185,479,-1,-1,-1,-1,-1,-1,382,155,94,228,-1,-1,44
1257,22,2,4,5,154,201,-1,-1,-1,-1,-1,-1,-1,516,325,562,-1,-1,-1,58
1258,23,1,8,16,280,377,349,416,-1,-1,-1,-1,-1,75,341,343,451,-1,-1,36
1259,23,2,16,8,128,448,305,-1,-1,-1,-1,-1,-1,187,317,485,218,-1,-1,43
1260,22,1,5,7,314,298,479,572,-1,-1,-1,-1,-1,555,100,498,-1,-1,-1,41
1261,22,2,7,5,498,102,168,-1,-1,-1,-1,-1,-1,516,315,325,52,-1,-1,61
1262,10,1,4,3,154,201,482,249,-1,-1,-1,-1,-1,588,342,381,-1,-1,-1,50
1263,10,2,3,4,511,254,427,504,-1,-1,-1,-1,-1,155,382,94,154,-1,-1,64
1264,34,1,5,8,314,572,175,-1,-1,-1,-1,-1,-1,184,317,218,485,264,-1,71
1265,34,2,8,5,280,377,-1,-1,-1,-1,-1,-1,-1,516,315,193,325,-1,-1,68
1266,9,1,3,12,511,254,504,427,-1,-1,-1,-1,-1,212,493,574,81,-1,-1,54
1267,9,2,12,3,44,410,499,321,-1,-1,-1,-1,-1,588,342,456,-1,-1,-1,53
1268,10,1,4,16,154,201,-1,-1,-1,-1,-1,-1,-1,75,343,451,341,-1,-1,61
1269,10,2,16,4,128,448,305,560,-1,-1,-1,-1,-1,369,382,228,-1,-1,-1,47
1270,8,1,8,7,508,280,416,-1,-1,-1,-1,-1,-1,538,100,555,498,-1,-1,51
1271,8,2,7,8,498,102,168,437,-1,-1,-1,-1,-1,540,311,264,-1,-1,-1,53
1272,17,1,5,12,314,572,479,161,406,175,52,-1,-1,212,493,81,-1,-1,-1,32
1273,17,2,12,5,44,410,499,-1,-1,-1,-1,-1,-1,516,325,193,406,52,-1,43
1274,9,1,14,3,104,568,557,-1,-1,-1,-1,-1,-1,588,342,381,-1,-1,-1,37
1275,9,2,3,14,511,254,504,427,-1,-1,-1,-1,-1,70,583,186,501,-1,-1,42
1276,34,1,12,8,44,410,499,321,-1,-1,-1,-1,-1,317,485,218,264,-1,-1,33
1277,34,2,8,12,280,377,416,59,244,-1,-1,-1,-1,212,574,278,493,-1,-1,42
1278,15,1,16,7,128,448,263,-1,-1,-1,-1,-1,-1,555,538,498,-1,-1,-1,30
1279,15,2,7,16,437,102,582,168,197,-1,-1,-1,-1,75,110,439,451,95,-1,48
1280,15,1,7,8,102,498,168,437,197,-1,-1,-1,-1,311,218,485,264,-1,-1,25
1281,15,2,8,7,280,377,59,416,250,-1,-1,-1,-1,555,385,358,498,-1,-1,36
1282,23,1,8,12,280,377,59,416,-1,-1,-1,-1,-1,212,574,493,278,-1,-1,32
1283,23,2,12,8,44,410,499,-1,-1,-1,-1,-1,-1,250,311,218,485,264,-1,38
1284,16,1,14,0,557,377,323,26,-1,-1,-1,-1,-1,144,187,-1,-1,-1,-1,33
1285,16,2,0,14,501,59,482,-1,-1,-1,-1,-1,-1,583,351,323,-1,-1,-1,16
1286,8,1,16,7,128,223,-1,-1,-1,-1,-1,-1,-1,295,385,278,498,-1,-1,54
1287,8,2,7,16,102,349,437,-1,-1,-1,-1,-1,-1,75,520,516,451,-1,-1,47
1288,34,1,2,8,387,448,504,101,-1,-1,-1,-1,-1,440,317,218,184,-1,-1,45
1289,34,2,8,2,416,393,468,587,244,-1,-1,-1,-1,538,193,240,-1,-1,-1,46
1290,26,1,5,11,256,104,300,-1,-1,-1,-1,-1,-1,155,238,209,81,-1,-1,32
1291,26,2,11,5,44,210,-1,-1,-1,-1,-1,-1,-1,487,345,342,-1,-1,-1,64
1292,36,1,2,0,387,448,504,-1,-1,-1,-1,-1,-1,144,493,187,-1,-1,-1,43
1293,36,2,0,2,501,59,482,-1,-1,-1,-1,-1,-1,193,52,240,-1,-1,-1,58
1294,8,1,7,5,102,498,437,349,-1,-1,-1,-1,-1,342,119,171,41,394,-1,53
1295,8,2,5,7,256,104,300,492,-1,-1,-1,-1,-1,295,278,35,-1,-1,-1,51
1296,15,1,8,14,393,416,-1,-1,-1,-1,-1,-1,-1,555,351,343,-1,-1,-1,52
1297,15,2,14,8,377,323,557,-1,-1,-1,-1,-1,-1,317,485,218,184,250,-1,60
1298,23,1,11,16,44,210,511,-1,-1,-1,-1,-1,-1,75,516,439,451,-1,-1,35
1299,23,2,16,11,128,223,-1,-1,-1,-1,-1,-1,-1,155,238,209,81,-1,-1,69
1300,22,1,8,5,416,393,468,-1,-1,-1,-1,-1,-1,394,342,171,41,-1,-1,62
1301,22,2,5,8,256,104,-1,-1,-1,-1,-1,-1,-1,317,485,218,-1,-1,-1,38
1302,36,1,7,2,359,102,437,-1,-1,-1,-1,-1,-1,240,454,105,186,-1,-1,36
1303,36,2,2,7,387,448,504,-1,-1,-1,-1,-1,-1,295,278,385,35,-1,-1,45
1304,36,3,2,7,427,504,387,-1,-1,-1,-1,-1,-1,295,-1,-1,-1,-1,-1,10
1305,36,4,7,2,35,437,249,-1,-1,-1,-1,-1,-1,240,-1,-1,-1,-1,-1,7
1306,23,1,16,14,223,128,-1,-1,-1,-1,-1,-1,-1,323,555,583,343,-1,-1,59
1307,23,2,14,16,377,494,557,26,323,-1,-1,-1,-1,75,341,516,-1,-1,-1,30
1308,16,1,0,11,59,501,482,258,331,-1,-1,-1,-1,155,209,81,-1,-1,-1,29
1309,16,2,11,0,44,210,511,410,499,-1,-1,-1,-1,144,493,318,-1,-1,-1,45
1310,22,1,5,2,256,487,300,492,-1,-1,-1,-1,-1,240,105,70,454,-1,-1,54
1311,22,2,2,5,387,448,504,-1,-1,-1,-1,-1,-1,394,487,342,171,-1,-1,49
1312,26,1,14,11,557,377,-1,-1,-1,-1,-1,-1,-1,238,155,209,-1,-1,-1,48
1313,26,2,11,14,44,210,-1,-1,-1,-1,-1,-1,-1,555,351,343,-1,-1,-1,55
1314,34,1,8,0,393,416,468,-1,-1,-1,-1,-1,-1,144,493,325,-1,-1,-1,40
1315,34,2,0,8,501,59,482,258,331,-1,-1,-1,-1,226,485,184,-1,-1,-1,34
1316,36,1,2,16,387,448,504,-1,-1,-1,-1,-1,-1,75,341,451,-1,-1,-1,36
1317,36,2,16,2,128,223,-1,-1,-1,-1,-1,-1,-1,454,52,105,240,-1,-1,62
1318,15,1,14,7,377,557,-1,-1,-1,-1,-1,-1,-1,295,385,498,278,-1,-1,53
1319,15,2,7,14,102,498,437,-1,-1,-1,-1,-1,-1,540,351,583,-1,-1,-1,59
1320,16,1,0,5,501,164,-1,-1,-1,-1,-1,-1,-1,342,394,487,41,-1,-1,54
1321,16,2,5,0,256,104,300,492,-1,-1,-1,-1,-1,144,187,475,-1,-1,-1,46
1322,23,1,8,16,416,393,468,201,-1,-1,-1,-1,-1,75,516,341,-1,-1,-1,30
1323,23,2,16,8,128,223,560,320,-1,-1,-1,-1,-1,226,218,411,53,-1,-1,39
1324,15,1,14,2,377,557,26,-1,-1,-1,-1,-1,-1,193,105,240,-1,-1,-1,40
1325,15,2,2,14,387,448,504,-1,-1,-1,-1,-1,-1,540,351,583,-1,-1,-1,53
1326,26,1,11,7,44,210,499,-1,-1,-1,-1,-1,-1,385,295,498,-1,-1,-1,28
1327,26,2,7,11,102,498,-1,-1,-1,-1,-1,-1,-1,155,238,209,-1,-1,-1,65
1328,22,1,16,5,128,223,560,-1,-1,-1,-1,-1,-1,54,345,342,-1,-1,-1,27
1329,22,2,5,16,256,104,300,-1,-1,-1,-1,-1,-1,75,516,439,341,-1,-1,38
1330,16,1,7,0,102,498,437,349,249,526,-1,-1,-1,144,187,408,-1,-1,-1,29
1331,16,2,0,7,501,164,482,59,-1,-1,-1,-1,-1,385,295,498,-1,-1,-1,40
1332,34,1,5,8,256,104,-1,-1,-1,-1,-1,-1,-1,226,218,53,-1,-1,-1,50
1333,34,2,8,5,393,477,468,-1,-1,-1,-1,-1,-1,54,342,171,-1,-1,-1,50
1334,26,1,11,0,44,210,511,499,410,-1,-1,-1,-1,144,318,493,-1,-1,-1,54
1335,26,2,0,11,501,164,482,59,258,331,-1,-1,-1,155,212,209,-1,-1,-1,24
1336,8,1,7,2,221,526,437,-1,-1,-1,-1,-1,-1,193,105,240,52,-1,-1,41
1337,8,2,2,7,387,448,504,427,-1,-1,-1,-1,-1,295,278,35,-1,-1,-1,57
1338,34,1,8,11,416,393,-1,-1,-1,-1,-1,-1,-1,238,155,209,212,-1,-1,57
1339,34,2,11,8,44,210,-1,-1,-1,-1,-1,-1,-1,226,53,411,218,-1,-1,59
1340,22,1,5,14,256,104,-1,-1,-1,-1,-1,-1,-1,555,351,343,-1,-1,-1,60
1341,22,2,14,5,377,557,26,-1,-1,-1,-1,-1,-1,487,342,394,285,-1,-1,63
1342,8,1,7,0,102,498,349,-1,-1,-1,-1,-1,-1,144,493,318,408,-1,-1,49
1343,8,2,0,7,501,164,482,59,-1,-1,-1,-1,-1,295,182,35,498,-1,-1,44
1344,23,1,2,16,387,448,98,504,-1,-1,-1,-1,-1,75,252,516,-1,-1,-1,51
1345,23,2,16,2,128,223,-1,-1,-1,-1,-1,-1,-1,193,240,105,-1,-1,-1,40
1346,34,1,14,8,377,557,26,-1,-1,-1,-1,-1,-1,226,485,218,-1,-1,-1,45
1347,34,2,8,14,393,416,-1,-1,-1,-1,-1,-1,-1,555,351,343,583,-1,-1,67
1348,22,1,5,11,256,104,300,-1,-1,-1,-1,-1,-1,155,212,209,-1,-1,-1,39
1349,22,2,11,5,410,210,511,-1,-1,-1,-1,-1,-1,69,345,-1,-1,-1,-1,54
1350,23,1,0,16,501,164,-1,-1,-1,-1,-1,-1,-1,75,252,516,-1,-1,-1,41
1351,23,2,16,0,128,223,263,-1,-1,-1,-1,-1,-1,144,493,199,-1,-1,-1,68
1352,34,1,8,0,416,160,201,468,-1,-1,-1,-1,-1,144,501,-1,-1,-1,-1,39
1353,34,2,0,8,501,59,482,-1,-1,-1,-1,-1,-1,317,346,218,184,-1,-1,42
1354,22,1,3,5,98,168,504,-1,-1,-1,-1,-1,-1,394,325,345,52,41,-1,45
1355,22,2,5,3,256,300,587,254,-1,-1,-1,-1,-1,538,342,7,105,-1,-1,73
1356,8,1,14,7,83,393,557,-1,-1,-1,-1,-1,-1,407,385,270,-1,-1,-1,52
1357,8,2,7,14,498,102,437,349,-1,-1,-1,-1,-1,583,117,574,555,-1,-1,68
1358,23,1,11,16,44,143,511,-1,-1,-1,-1,-1,-1,75,78,520,-1,-1,-1,48
1359,23,2,16,11,572,448,263,-1,-1,-1,-1,-1,-1,155,212,238,76,-1,-1,57
1360,16,1,7,0,102,498,437,349,-1,-1,-1,-1,-1,144,187,501,408,199,-1,64
1361,16,2,0,7,501,59,482,-1,-1,-1,-1,-1,-1,407,385,35,541,-1,-1,75
1362,26,1,11,3,44,143,81,511,-1,-1,-1,-1,-1,538,456,105,-1,-1,-1,51
1363,26,2,3,11,175,98,427,105,560,504,-1,-1,-1,238,155,212,76,-1,-1,60
1364,23,1,8,16,416,160,201,468,-1,-1,-1,-1,-1,516,78,439,451,-1,-1,54
1365,23,2,16,8,572,448,-1,-1,-1,-1,-1,-1,-1,382,218,86,250,-1,-1,56
1366,15,1,5,14,256,300,39,587,254,-1,-1,-1,-1,117,555,239,-1,-1,-1,50
1367,15,2,14,5,393,83,557,26,-1,-1,-1,-1,-1,52,394,345,41,-1,-1,41
1368,34,1,8,3,468,160,-1,-1,-1,-1,-1,-1,-1,538,456,342,157,-1,-1,84
1369,34,2,3,8,219,168,427,-1,-1,-1,-1,-1,-1,184,4,218,346,-1,-1,53
1370,8,1,7,16,437,102,349,-1,-1,-1,-1,-1,-1,75,78,451,439,-1,-1,49
1371,8,2,16,7,572,448,263,320,-1,-1,-1,-1,-1,311,35,498,385,-1,-1,46
1372,15,1,11,14,44,143,511,-1,-1,-1,-1,-1,-1,574,117,555,583,-1,-1,52
1373,15,2,14,11,83,393,557,-1,-1,-1,-1,-1,-1,238,155,212,81,-1,-1,64
1374,22,1,5,0,256,104,-1,-1,-1,-1,-1,-1,-1,144,187,493,-1,-1,-1,75
1375,22,2,0,5,501,297,59,512,-1,-1,-1,-1,-1,85,325,41,345,-1,-1,53
1376,8,1,7,3,102,498,437,-1,-1,-1,-1,-1,-1,538,105,456,-1,-1,-1,50
1377,8,2,3,7,168,219,504,427,175,-1,-1,-1,-1,385,35,521,498,-1,-1,56
1378,34,1,8,14,468,160,201,416,-1,-1,-1,-1,-1,555,117,574,343,-1,-1,60
1379,34,2,14,8,557,393,26,335,-1,-1,-1,-1,-1,218,250,317,346,-1,-1,55
1380,26,1,11,7,44,143,-1,-1,-1,-1,-1,-1,-1,385,270,498,521,-1,-1,48
1381,26,2,7,11,498,102,437,-1,-1,-1,-1,-1,-1,238,155,212,76,-1,-1,53
